Image	StartTime	PhotoFileIndex	FStopPan	FStopNIR	FStopRed	FStopGreen	FStopBlue	ExposurePan	ExposureNIR	ExposureRed	ExposureGreen	ExposureBlue	ModePan	ModeNIR	ModeRed	ModeGreen	ModeBlue	GraduatePan	GraduateNIR	GraduateRGB	
3321b_3172_01~0001	"04/16/13 00:59:36"	70000	16.0	8.0	7.7	8.7	7.8	4.1	4.1	5.6	5.6	5.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0002	"04/16/13 08:09:22"	70001	16.0	8.0	7.7	8.7	7.8	4.1	4.1	5.6	5.6	5.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0003	"04/16/13 08:12:09"	70002	16.0	8.0	7.7	8.7	7.8	4.1	4.1	5.6	5.6	5.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0004	"04/16/13 08:13:02"	70003	16.0	8.0	7.7	8.7	7.8	4.1	4.1	5.6	5.6	5.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0005	"04/16/13 08:11:01"	70004	16.0	8.0	7.7	8.7	7.8	4.1	4.1	5.6	5.6	5.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0003	"04/16/13 08:12:09"	70002	16.0	8.0	7.7	8.7	7.8	4.1	4.1	5.6	5.6	5.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0004	"04/16/13 08:13:02"	70003	16.0	8.0	7.7	8.7	7.8	4.1	4.1	5.6	5.6	5.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0006	"04/16/13 08:13:54"	70005	16.0	8.0	7.7	8.7	7.8	4.1	4.1	5.5	5.5	5.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0007	"04/16/13 08:14:56"	70006	16.0	8.0	7.7	8.7	7.8	4.1	4.1	5.5	5.5	5.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0008	"04/16/13 08:15:57"	70007	16.0	8.0	7.7	8.7	7.8	4.1	4.1	5.5	5.5	5.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0009	"04/16/13 08:17:00"	70008	16.0	8.0	7.7	8.7	7.8	4.1	4.1	5.6	5.6	5.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0010	"04/16/13 08:18:03"	70009	16.0	8.0	7.7	8.7	7.8	4.2	4.2	5.6	5.6	5.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0011	"04/16/13 08:19:08"	70010	16.0	8.0	7.7	8.7	7.8	4.2	4.2	5.7	5.7	5.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0012	"04/16/13 08:20:11"	70011	16.0	8.0	7.7	8.7	7.8	4.3	4.3	5.8	5.8	5.8	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0013	"04/16/13 08:21:07"	70012	16.0	8.0	7.7	8.7	7.8	4.2	4.2	5.7	5.7	5.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0014	"04/16/13 08:22:04"	70013	16.0	8.0	7.7	8.7	7.8	4.2	4.2	5.7	5.7	5.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0015	"04/16/13 08:23:07"	70014	16.0	8.0	7.7	8.7	7.8	4.2	4.2	5.7	5.7	5.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0016	"04/16/13 08:24:05"	70015	16.0	8.0	7.7	8.7	7.8	4.2	4.2	5.7	5.7	5.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0017	"04/16/13 08:25:06"	70016	16.0	8.0	7.7	8.7	7.8	4.2	4.2	5.7	5.7	5.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0018	"04/16/13 08:26:06"	70017	16.0	8.0	7.7	8.7	7.8	4.2	4.2	5.7	5.7	5.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0019	"04/16/13 08:27:07"	70018	16.0	8.0	7.7	8.7	7.8	4.2	4.2	5.7	5.7	5.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0020	"04/16/13 08:28:06"	70019	16.0	8.0	7.7	8.7	7.8	4.2	4.2	5.7	5.7	5.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0021	"04/16/13 08:29:01"	70020	16.0	8.0	7.7	8.7	7.8	4.2	4.2	5.7	5.7	5.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0022	"04/16/13 08:30:00"	70021	16.0	8.0	7.7	8.7	7.8	4.2	4.2	5.7	5.7	5.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0023	"04/16/13 08:31:00"	70022	16.0	8.0	7.7	8.7	7.8	4.2	4.2	5.7	5.7	5.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0024	"04/16/13 08:31:58"	70023	16.0	8.0	7.7	8.7	7.8	4.2	4.2	5.7	5.7	5.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0025	"04/16/13 08:33:03"	70024	16.0	8.0	7.7	8.7	7.8	4.2	4.2	5.7	5.7	5.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0026	"04/16/13 08:34:02"	70025	16.0	8.0	7.7	8.7	7.8	4.2	4.2	5.7	5.7	5.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0027	"04/16/13 08:35:02"	70026	16.0	8.0	7.7	8.7	7.8	4.2	4.2	5.7	5.7	5.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0028	"04/16/13 08:36:03"	70027	16.0	8.0	7.7	8.7	7.8	4.2	4.2	5.6	5.6	5.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0029	"04/16/13 08:37:01"	70028	16.0	8.0	7.7	8.7	7.8	4.2	4.2	5.6	5.6	5.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0030	"04/16/13 08:37:57"	70029	16.0	8.0	7.7	8.7	7.8	4.1	4.1	5.6	5.6	5.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0031	"04/16/13 08:38:53"	70030	16.0	8.0	7.7	8.7	7.8	4.1	4.1	5.5	5.5	5.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0032	"04/16/13 08:41:30"	70031	16.0	8.0	7.7	8.7	7.8	4.1	4.1	5.5	5.5	5.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0033	"04/16/13 08:40:30"	70032	16.0	8.0	7.7	8.7	7.8	4.0	4.0	5.5	5.5	5.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0032	"04/16/13 08:41:30"	70031	16.0	8.0	7.7	8.7	7.8	4.1	4.1	5.5	5.5	5.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0034	"04/16/13 08:42:19"	70033	16.0	8.0	7.7	8.7	7.8	4.0	4.0	5.4	5.4	5.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_01~0035	"04/16/13 08:43:20"	70034	16.0	8.0	7.7	8.7	7.8	4.0	4.0	5.4	5.4	5.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0036	"04/16/13 08:46:02"	10000	16.0	8.0	7.7	8.7	7.8	4.4	4.4	6.0	6.0	6.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0037	"04/16/13 08:45:01"	10001	16.0	8.0	7.7	8.7	7.8	4.3	4.3	5.9	5.9	5.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0036	"04/16/13 08:46:02"	10000	16.0	8.0	7.7	8.7	7.8	4.4	4.4	6.0	6.0	6.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0038	"04/16/13 08:46:50"	10002	16.0	8.0	7.7	8.7	7.8	4.3	4.3	5.9	5.9	5.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0039	"04/16/13 08:47:47"	10003	16.0	8.0	7.7	8.7	7.8	4.3	4.3	5.9	5.9	5.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0040	"04/16/13 08:48:44"	10004	16.0	8.0	7.7	8.7	7.8	4.3	4.3	5.9	5.9	5.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0041	"04/16/13 08:49:43"	10005	16.0	8.0	7.7	8.7	7.8	4.4	4.4	6.0	6.0	6.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0042	"04/16/13 08:50:42"	10006	16.0	8.0	7.7	8.7	7.8	4.4	4.4	6.0	6.0	6.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0043	"04/16/13 08:51:41"	10007	16.0	8.0	7.7	8.7	7.8	4.4	4.4	6.1	6.1	6.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0044	"04/16/13 08:52:41"	10008	16.0	8.0	7.7	8.7	7.8	4.5	4.5	6.1	6.1	6.1	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0045	"04/16/13 08:53:42"	10009	16.0	8.0	7.7	8.7	7.8	4.5	4.5	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0046	"04/16/13 08:54:42"	10010	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0047	"04/16/13 08:55:42"	10011	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0048	"04/16/13 08:56:41"	10012	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0049	"04/16/13 08:57:44"	10013	16.0	8.0	7.7	8.7	7.8	4.5	4.5	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0050	"04/16/13 08:58:45"	10014	16.0	8.0	7.7	8.7	7.8	4.5	4.5	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0051	"04/16/13 08:59:47"	10015	16.0	8.0	7.7	8.7	7.8	4.5	4.5	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0052	"04/16/13 09:00:47"	10016	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0053	"04/16/13 09:01:48"	10017	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0054	"04/16/13 09:02:49"	10018	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0055	"04/16/13 09:03:51"	10019	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0056	"04/16/13 09:04:54"	10020	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0057	"04/16/13 09:05:54"	10021	16.0	8.0	7.7	8.7	7.8	4.7	4.7	6.4	6.4	6.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0058	"04/16/13 09:06:56"	10022	16.0	8.0	7.7	8.7	7.8	4.7	4.7	6.4	6.4	6.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0059	"04/16/13 09:08:02"	10023	16.0	8.0	7.7	8.7	7.8	4.7	4.7	6.4	6.4	6.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0060	"04/16/13 09:09:00"	10024	16.0	8.0	7.7	8.7	7.8	4.7	4.7	6.4	6.4	6.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0061	"04/16/13 09:10:00"	10025	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0062	"04/16/13 09:11:01"	10026	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0063	"04/16/13 09:12:04"	10027	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0064	"04/16/13 09:13:05"	10028	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0065	"04/16/13 09:14:06"	10029	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0066	"04/16/13 09:15:08"	10030	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0067	"04/16/13 09:16:10"	10031	16.0	8.0	7.7	8.7	7.8	4.7	4.7	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0068	"04/16/13 09:17:11"	10032	16.0	8.0	7.7	8.7	7.8	4.7	4.7	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0069	"04/16/13 09:18:09"	10033	16.0	8.0	7.7	8.7	7.8	4.7	4.7	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_02~0070	"04/16/13 09:19:09"	10034	16.0	8.0	7.7	8.7	7.8	4.7	4.7	6.4	6.4	6.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0071	"04/16/13 09:20:11"	20000	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0072	"04/16/13 09:21:11"	20001	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0073	"04/16/13 09:23:48"	20002	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0074	"04/16/13 09:22:47"	20003	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0073	"04/16/13 09:23:48"	20002	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0075	"04/16/13 09:24:37"	20004	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0076	"04/16/13 09:25:39"	20005	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0077	"04/16/13 09:28:16"	20006	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0078	"04/16/13 09:27:14"	20007	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0077	"04/16/13 09:28:16"	20006	16.0	8.0	7.7	8.7	7.8	4.6	4.6	6.2	6.2	6.2	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0079	"04/16/13 09:29:07"	20008	16.0	8.0	7.7	8.7	7.8	4.7	4.7	6.3	6.3	6.3	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0080	"04/16/13 09:30:10"	20009	16.0	8.0	7.7	8.7	7.8	4.8	4.8	6.5	6.5	6.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0081	"04/16/13 09:31:11"	20010	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0082	"04/16/13 09:32:10"	20011	16.0	8.0	7.7	8.7	7.8	5.0	5.0	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0083	"04/16/13 09:33:09"	20012	16.0	8.0	7.7	8.7	7.8	5.0	5.0	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0084	"04/16/13 09:34:10"	20013	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0085	"04/16/13 09:35:12"	20014	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0086	"04/16/13 09:36:17"	20015	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0087	"04/16/13 09:37:23"	20016	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0088	"04/16/13 09:38:27"	20017	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0089	"04/16/13 09:39:30"	20018	16.0	8.0	7.7	8.7	7.8	5.0	5.0	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0090	"04/16/13 09:40:29"	20019	16.0	8.0	7.7	8.7	7.8	5.0	5.0	6.7	6.7	6.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0091	"04/16/13 09:41:29"	20020	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0092	"04/16/13 09:42:31"	20021	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0093	"04/16/13 09:43:33"	20022	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0094	"04/16/13 09:44:34"	20023	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0095	"04/16/13 09:45:35"	20024	16.0	8.0	7.7	8.7	7.8	4.8	4.8	6.5	6.5	6.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0096	"04/16/13 09:46:36"	20025	16.0	8.0	7.7	8.7	7.8	4.8	4.8	6.5	6.5	6.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0097	"04/16/13 09:47:36"	20026	16.0	8.0	7.7	8.7	7.8	4.8	4.8	6.4	6.4	6.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0098	"04/16/13 09:48:37"	20027	16.0	8.0	7.7	8.7	7.8	4.7	4.7	6.4	6.4	6.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0099	"04/16/13 09:49:36"	20028	16.0	8.0	7.7	8.7	7.8	4.7	4.7	6.4	6.4	6.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0100	"04/16/13 09:50:38"	20029	16.0	8.0	7.7	8.7	7.8	4.7	4.7	6.4	6.4	6.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0101	"04/16/13 09:51:39"	20030	16.0	8.0	7.7	8.7	7.8	4.7	4.7	6.4	6.4	6.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0102	"04/16/13 09:52:38"	20031	16.0	8.0	7.7	8.7	7.8	4.7	4.7	6.4	6.4	6.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0103	"04/16/13 09:53:35"	20032	16.0	8.0	7.7	8.7	7.8	4.7	4.7	6.4	6.4	6.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0104	"04/16/13 09:54:36"	20033	16.0	8.0	7.7	8.7	7.8	4.7	4.7	6.4	6.4	6.4	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_03~0105	"04/16/13 09:55:37"	20034	16.0	8.0	7.7	8.7	7.8	4.7	4.7	6.5	6.5	6.5	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0106	"04/16/13 09:56:35"	30000	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.7	6.7	6.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0107	"04/16/13 09:57:34"	30001	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.7	6.7	6.7	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0108	"04/16/13 09:58:36"	30002	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0109	"04/16/13 09:59:38"	30003	16.0	8.0	7.7	8.7	7.8	4.8	4.8	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0110	"04/16/13 10:00:39"	30004	16.0	8.0	7.7	8.7	7.8	4.8	4.8	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0111	"04/16/13 10:01:44"	30005	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0112	"04/16/13 10:02:46"	30006	16.0	8.0	7.7	8.7	7.8	4.9	4.9	6.6	6.6	6.6	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0113	"04/16/13 10:03:44"	30007	16.0	8.0	7.7	8.7	7.8	5.0	5.0	6.8	6.8	6.8	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0114	"04/16/13 10:04:43"	30008	16.0	8.0	7.7	8.7	7.8	5.1	5.1	6.9	6.9	6.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0115	"04/16/13 10:05:44"	30009	16.0	8.0	7.7	8.7	7.8	5.1	5.1	6.9	6.9	6.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0116	"04/16/13 10:06:44"	30010	16.0	8.0	7.7	8.7	7.8	5.1	5.1	6.9	6.9	6.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0117	"04/16/13 10:07:44"	30011	16.0	8.0	7.7	8.7	7.8	5.1	5.1	6.9	6.9	6.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0118	"04/16/13 10:08:44"	30012	16.0	8.0	7.7	8.7	7.8	5.1	5.1	6.9	6.9	6.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0119	"04/16/13 10:09:44"	30013	16.0	8.0	7.7	8.7	7.8	5.1	5.1	6.9	6.9	6.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0120	"04/16/13 10:10:43"	30014	16.0	8.0	7.7	8.7	7.8	5.1	5.1	6.9	6.9	6.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0121	"04/16/13 10:11:39"	30015	16.0	8.0	7.7	8.7	7.8	5.1	5.1	6.9	6.9	6.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0122	"04/16/13 10:12:37"	30016	16.0	8.0	7.7	8.7	7.8	5.1	5.1	6.9	6.9	6.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0123	"04/16/13 10:13:39"	30017	16.0	8.0	7.7	8.7	7.8	5.1	5.1	6.9	6.9	6.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0124	"04/16/13 10:16:19"	30018	16.0	8.0	7.7	8.7	7.8	5.1	5.1	6.9	6.9	6.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0125	"04/16/13 10:15:18"	30019	16.0	8.0	7.7	8.7	7.8	5.1	5.1	6.9	6.9	6.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0124	"04/16/13 10:16:19"	30018	16.0	8.0	7.7	8.7	7.8	5.1	5.1	6.9	6.9	6.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0126	"04/16/13 10:17:14"	30020	16.0	8.0	7.7	8.7	7.8	5.2	5.2	6.9	6.9	6.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0127	"04/16/13 10:18:16"	30021	16.0	8.0	7.7	8.7	7.8	5.2	5.2	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0128	"04/16/13 10:19:16"	30022	16.0	8.0	7.7	8.7	7.8	5.2	5.2	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0129	"04/16/13 10:20:14"	30023	16.0	8.0	7.7	8.7	7.8	5.2	5.2	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0130	"04/16/13 10:21:11"	30024	16.0	8.0	7.7	8.7	7.8	5.2	5.2	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0131	"04/16/13 10:22:09"	30025	16.0	8.0	7.7	8.7	7.8	5.2	5.2	7.0	7.0	7.0	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0132	"04/16/13 10:23:08"	30026	16.0	8.0	7.7	8.7	7.8	5.2	5.2	6.9	6.9	6.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0133	"04/16/13 10:24:08"	30027	16.0	8.0	7.7	8.7	7.8	5.2	5.2	6.9	6.9	6.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
3321b_3172_04~0134	"04/16/13 10:25:06"	30028	16.0	8.0	7.7	8.7	7.8	5.2	5.2	6.9	6.9	6.9	Auto	Auto	Auto	Auto	Auto	Good	Good	Good
